Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Kia,Optima,2000,1.9,Diesel,Automatic,51334,3,2,6473
Honda,CR-V,2000,3.6,Petrol,Manual,230409,2,3,3091
Chevrolet,Impala,2019,2.3,Electric,Manual,294137,5,2,8217
Kia,Sportage,2010,2.1,Electric,Semi-Automatic,10561,3,2,10988
Audi,A3,2018,3.9,Petrol,Semi-Automatic,274722,2,4,7905
Ford,Focus,2018,3.5,Petrol,Manual,239996,4,1,8200
Ford,Fiesta,2004,4.7,Electric,Manual,60828,3,1,10783
Ford,Explorer,2012,1.8,Hybrid,Automatic,80843,5,2,10383
Mercedes,E-Class,2018,1.8,Diesel,Semi-Automatic,209216,3,3,7115
Chevrolet,Malibu,2018,4.5,Petrol,Semi-Automatic,247699,3,4,9046
Mercedes,C-Class,2002,2.4,Electric,Semi-Automatic,271316,3,2,3673
BMW,3 Series,2011,3.3,Hybrid,Manual,14586,4,1,11408
Kia,Sportage,2012,1.5,Electric,Automatic,239265,2,1,7914
Chevrolet,Malibu,2006,4.6,Petrol,Manual,1828,4,3,10463
Mercedes,C-Class,2006,4.8,Diesel,Automatic,236495,3,1,7470
Hyundai,Tucson,2010,1.1,Electric,Manual,201048,4,4,6179
BMW,3 Series,2021,4.7,Hybrid,Automatic,23265,5,4,17134
Kia,Sportage,2003,4.1,Electric,Automatic,4842,2,1,12503
Hyundai,Elantra,2011,4.8,Diesel,Manual,224629,4,5,7707
Toyota,Camry,2001,4.0,Hybrid,Automatic,57275,3,1,9754
Hyundai,Elantra,2009,1.4,Electric,Manual,55857,3,4,9082
Ford,Explorer,2006,1.6,Electric,Semi-Automatic,25,3,2,9499
Toyota,Corolla,2005,2.5,Petrol,Automatic,51032,5,2,8579
Toyota,RAV4,2005,3.0,Petrol,Semi-Automatic,26071,5,4,8078
Hyundai,Sonata,2008,3.2,Diesel,Semi-Automatic,83330,5,5,8033
Audi,A3,2008,1.1,Electric,Semi-Automatic,148643,5,5,6627
Toyota,RAV4,2007,4.4,Petrol,Semi-Automatic,293148,4,1,4737
Kia,Optima,2022,2.9,Petrol,Semi-Automatic,30706,2,2,12985
BMW,5 Series,2010,1.6,Hybrid,Manual,247383,3,2,4752
Kia,Optima,2022,4.6,Petrol,Manual,91253,2,1,13474
Ford,Fiesta,2019,2.6,Diesel,Manual,137383,2,3,9652
Hyundai,Tucson,2012,2.4,Hybrid,Semi-Automatic,222315,2,5,6653
Honda,Accord,2015,1.9,Diesel,Manual,263687,2,3,5226
Audi,A4,2016,3.7,Hybrid,Automatic,53763,5,1,14024
Audi,A3,2021,4.2,Hybrid,Manual,5409,3,5,15491
Chevrolet,Equinox,2020,3.8,Hybrid,Automatic,269598,4,5,11008
Ford,Explorer,2021,2.7,Electric,Semi-Automatic,11278,2,4,14874
BMW,5 Series,2001,4.7,Petrol,Manual,57858,3,5,7942
Ford,Focus,2023,4.1,Electric,Automatic,230235,5,3,13995
Hyundai,Sonata,2003,4.3,Electric,Manual,154422,2,4,8211
Hyundai,Sonata,2015,1.6,Diesel,Automatic,138513,4,2,8929
Volkswagen,Golf,2020,4.4,Diesel,Manual,294239,2,3,8615
Audi,Q5,2018,3.8,Hybrid,Automatic,275723,4,2,10285
Toyota,Camry,2005,2.3,Petrol,Manual,283017,2,1,2239
Chevrolet,Malibu,2000,2.2,Diesel,Semi-Automatic,174830,4,3,2803
BMW,5 Series,2014,1.9,Diesel,Semi-Automatic,19148,2,2,9817
Honda,Accord,2020,3.3,Petrol,Automatic,207584,2,2,10748
BMW,X5,2010,3.4,Diesel,Automatic,176287,5,1,8474
Ford,Focus,2011,4.7,Hybrid,Manual,175723,2,5,9585
Chevrolet,Equinox,2020,4.2,Electric,Semi-Automatic,38561,4,2,15528
Honda,Civic,2003,2.9,Petrol,Automatic,148212,5,2,6435
Hyundai,Sonata,2011,1.8,Electric,Automatic,272957,3,3,7240
BMW,X5,2020,4.2,Petrol,Manual,177156,5,1,10756
BMW,X5,2015,3.0,Electric,Semi-Automatic,278471,3,4,8030
Toyota,Camry,2002,3.1,Petrol,Manual,268550,3,3,2429
Audi,A4,2017,2.2,Electric,Automatic,205295,4,1,10794
Hyundai,Sonata,2011,1.9,Hybrid,Automatic,223344,2,5,7333
Honda,Civic,2014,4.9,Petrol,Semi-Automatic,247925,4,5,8241
Mercedes,E-Class,2018,3.4,Diesel,Manual,53596,5,1,11828
BMW,3 Series,2004,1.7,Diesel,Automatic,241868,5,2,3662
Toyota,RAV4,2015,2.1,Diesel,Automatic,263903,4,5,6921
Volkswagen,Passat,2023,4.7,Electric,Semi-Automatic,216536,2,5,13369
Ford,Explorer,2023,2.4,Petrol,Automatic,22168,5,4,14456
Hyundai,Elantra,2018,2.5,Petrol,Manual,189081,2,1,8218
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,285572,2,4,6588
Chevrolet,Equinox,2002,4.4,Petrol,Manual,282381,5,1,3452
Kia,Rio,2019,2.1,Electric,Manual,108750,4,4,11725
Kia,Rio,2003,1.9,Electric,Automatic,10909,5,4,10181
Toyota,Corolla,2010,3.2,Diesel,Automatic,132454,4,4,9150
BMW,3 Series,2020,4.7,Electric,Semi-Automatic,210767,3,3,12584
Volkswagen,Golf,2009,2.4,Electric,Manual,87845,5,1,9443
BMW,5 Series,2014,3.9,Petrol,Automatic,69238,5,3,12315
Honda,CR-V,2002,2.3,Diesel,Manual,13568,5,3,6728
Chevrolet,Impala,2010,5.0,Hybrid,Automatic,162415,4,2,11351
Volkswagen,Tiguan,2007,4.3,Petrol,Semi-Automatic,257942,4,1,5341
Honda,Accord,2020,4.2,Diesel,Manual,178945,2,3,10721
Kia,Optima,2014,2.4,Petrol,Manual,127457,2,1,8150
Hyundai,Elantra,2003,4.0,Petrol,Automatic,219313,2,5,6113
Kia,Sportage,2003,4.2,Electric,Semi-Automatic,149571,4,5,8208
Hyundai,Elantra,2007,1.9,Hybrid,Automatic,293378,4,2,4732
Toyota,Camry,2007,3.7,Petrol,Manual,7203,3,5,9755
Mercedes,E-Class,2007,4.6,Electric,Manual,202817,3,5,8743
Honda,Civic,2012,1.6,Petrol,Automatic,276281,4,3,5274
Honda,Accord,2023,3.4,Diesel,Semi-Automatic,288644,5,2,8627
Mercedes,GLA,2023,3.7,Hybrid,Manual,292154,3,1,9856
BMW,3 Series,2005,2.7,Hybrid,Manual,179103,3,5,5717
Honda,CR-V,2015,3.8,Hybrid,Semi-Automatic,234430,3,1,8711
Hyundai,Elantra,2007,1.7,Diesel,Manual,62117,5,1,6657
Chevrolet,Malibu,2006,2.8,Petrol,Manual,253372,2,4,3632
Kia,Optima,2012,4.8,Hybrid,Automatic,45936,5,5,14081
Volkswagen,Tiguan,2019,2.7,Electric,Semi-Automatic,31036,3,5,13879
Audi,Q5,2014,4.4,Petrol,Automatic,97537,4,3,12249
Audi,Q5,2010,3.4,Electric,Manual,160040,3,1,9299
Volkswagen,Passat,2000,2.3,Hybrid,Manual,247828,2,1,2443
Toyota,RAV4,2014,2.2,Hybrid,Automatic,71736,5,1,11565
Honda,Accord,2018,1.1,Petrol,Automatic,259314,5,4,6913
Honda,CR-V,2020,2.7,Petrol,Semi-Automatic,27082,2,5,12258
Toyota,Corolla,2023,3.8,Electric,Semi-Automatic,293331,3,2,10933
Ford,Fiesta,2022,1.7,Diesel,Automatic,130630,5,4,11287
Audi,Q5,2011,3.7,Hybrid,Manual,260944,5,5,6881
Kia,Optima,2019,2.3,Electric,Semi-Automatic,29218,5,3,13515
Toyota,Camry,2008,4.3,Electric,Automatic,197059,5,3,10358
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,2,1,7858
Mercedes,E-Class,2007,4.4,Diesel,Manual,274551,3,1,5108
Chevrolet,Impala,2008,3.6,Diesel,Manual,173500,4,2,6630
Chevrolet,Malibu,2012,1.3,Hybrid,Semi-Automatic,50330,4,2,8993
Audi,A3,2001,4.4,Diesel,Semi-Automatic,51568,5,4,7768
Ford,Focus,2016,1.4,Petrol,Semi-Automatic,278559,5,4,4728
Audi,Q5,2022,3.8,Diesel,Automatic,186035,4,3,12279
Volkswagen,Tiguan,2023,1.7,Hybrid,Semi-Automatic,285183,4,3,7996
Ford,Focus,2015,3.3,Petrol,Manual,152891,5,5,8842
Ford,Fiesta,2015,1.2,Electric,Manual,178698,5,3,8226
Ford,Explorer,2002,4.3,Diesel,Manual,115187,5,2,6696
Chevrolet,Malibu,2001,3.2,Diesel,Automatic,248129,2,2,4137
Toyota,RAV4,2013,3.9,Diesel,Semi-Automatic,127919,3,4,9341
Toyota,Camry,2009,4.2,Hybrid,Manual,259739,4,1,6805
Chevrolet,Equinox,2007,4.0,Electric,Manual,108716,5,5,10025
Ford,Focus,2013,2.1,Hybrid,Automatic,272064,4,5,7158
Ford,Fiesta,2020,2.9,Electric,Automatic,121079,3,4,14078
Chevrolet,Equinox,2020,3.9,Electric,Automatic,175761,5,4,13984
Mercedes,C-Class,2023,2.9,Electric,Automatic,102120,4,1,15357
Volkswagen,Passat,2016,4.7,Electric,Automatic,147698,5,2,14146
Chevrolet,Malibu,2020,2.4,Hybrid,Semi-Automatic,194724,5,1,9605
Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,275295,5,1,10194
Chevrolet,Impala,2019,2.3,Diesel,Semi-Automatic,197549,2,3,8149
Hyundai,Elantra,2005,1.7,Electric,Automatic,76250,4,4,9275
Chevrolet,Malibu,2015,2.5,Diesel,Automatic,228993,2,3,8020
Volkswagen,Tiguan,2021,2.3,Petrol,Manual,248305,3,5,7733
Kia,Optima,2018,3.5,Electric,Manual,116025,5,5,12679
Audi,Q5,2011,4.3,Petrol,Automatic,219039,2,2,8819
Toyota,Corolla,2010,2.0,Hybrid,Manual,265328,2,3,4793
BMW,3 Series,2006,1.3,Petrol,Semi-Automatic,178195,2,3,3636
Honda,Civic,2019,2.2,Petrol,Automatic,282943,5,4,7841
Honda,Accord,2010,3.7,Hybrid,Automatic,103833,2,2,11223
Kia,Optima,2001,4.9,Petrol,Manual,110844,3,1,7083
Toyota,Camry,2012,4.6,Diesel,Semi-Automatic,159593,5,5,9108
Audi,Q5,2005,4.0,Electric,Manual,106243,4,2,9475
Volkswagen,Tiguan,2015,1.5,Petrol,Manual,172799,3,3,6644
BMW,5 Series,2003,1.3,Diesel,Semi-Automatic,175570,5,1,2788
Chevrolet,Impala,2016,1.3,Petrol,Manual,65765,5,2,8884
Volkswagen,Golf,2005,4.8,Petrol,Semi-Automatic,68566,3,1,9028
Hyundai,Sonata,2019,4.0,Diesel,Semi-Automatic,22226,5,3,13355
Mercedes,C-Class,2002,4.7,Hybrid,Manual,69113,5,1,9017
Mercedes,GLA,2013,4.6,Hybrid,Semi-Automatic,183157,3,1,9936
Hyundai,Elantra,2016,1.5,Hybrid,Semi-Automatic,164349,4,1,8113
Chevrolet,Impala,2007,4.9,Hybrid,Manual,133488,5,4,9430
Ford,Fiesta,2011,3.0,Diesel,Automatic,126817,2,4,9363
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,268020,5,1,5539
Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4,14462
Chevrolet,Equinox,2004,2.7,Electric,Semi-Automatic,14373,5,5,9712
BMW,5 Series,2018,1.2,Hybrid,Automatic,254393,4,1,8112
Ford,Fiesta,2011,5.0,Petrol,Automatic,125014,4,5,11399
Audi,A4,2009,4.7,Electric,Semi-Automatic,200779,2,5,9484
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,3,2,6000
Toyota,Corolla,2020,3.5,Diesel,Manual,181039,4,4,9979
Audi,A3,2011,2.8,Hybrid,Manual,39276,3,2,10414
Toyota,RAV4,2017,3.7,Diesel,Semi-Automatic,254043,5,3,7819
BMW,5 Series,2022,2.0,Hybrid,Automatic,200256,5,4,11194
Chevrolet,Malibu,2018,3.6,Petrol,Automatic,91539,2,1,12769
Honda,CR-V,2010,2.1,Diesel,Manual,277789,5,1,3644
Kia,Optima,2006,1.9,Hybrid,Automatic,163692,4,3,7026
Audi,A3,2019,3.1,Diesel,Semi-Automatic,171550,3,5,9469
Chevrolet,Equinox,2009,2.3,Electric,Automatic,135617,4,4,9887
Hyundai,Sonata,2015,2.2,Petrol,Manual,147721,5,1,7845
Hyundai,Sonata,2007,1.8,Petrol,Manual,180423,3,3,4391
Volkswagen,Passat,2014,1.2,Hybrid,Manual,100150,5,1,8497
Honda,CR-V,2003,1.5,Diesel,Manual,141067,2,4,3678
Mercedes,GLA,2021,1.4,Petrol,Automatic,237379,5,3,8552
Honda,Civic,2019,3.2,Diesel,Manual,158300,3,2,9834
BMW,5 Series,2002,3.1,Electric,Automatic,105904,2,3,9181
Honda,Accord,2009,2.0,Petrol,Automatic,119916,4,4,7901
Mercedes,GLA,2001,2.1,Diesel,Manual,36496,3,4,5770
Chevrolet,Impala,2017,2.4,Hybrid,Automatic,175959,4,3,10580
Kia,Rio,2016,4.2,Hybrid,Automatic,55052,5,3,14498
Hyundai,Sonata,2001,1.3,Petrol,Semi-Automatic,166014,3,5,2379
Ford,Fiesta,2006,4.6,Electric,Manual,74832,2,3,11003
Mercedes,GLA,2021,4.6,Petrol,Semi-Automatic,71555,2,2,13568
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,37887,5,5,9942
Toyota,RAV4,2009,5.0,Electric,Manual,177043,2,3,10259
Kia,Optima,2003,1.5,Electric,Automatic,243023,2,3,5139
Honda,Civic,2002,2.3,Hybrid,Semi-Automatic,50161,2,3,6996
Kia,Optima,2004,1.0,Electric,Manual,53506,3,4,7229
Toyota,RAV4,2022,4.6,Hybrid,Manual,142869,2,2,13442
Audi,A4,2005,2.6,Hybrid,Manual,119486,2,3,6810
Chevrolet,Equinox,2011,3.5,Hybrid,Automatic,35655,5,4,12686
Hyundai,Tucson,2015,2.2,Petrol,Semi-Automatic,229107,4,1,6217
Volkswagen,Passat,2017,1.1,Electric,Semi-Automatic,284501,2,5,6609
Volkswagen,Passat,2018,1.9,Petrol,Manual,234775,3,4,6704
Mercedes,E-Class,2010,2.3,Electric,Manual,295293,2,4,5494
Audi,A3,2005,4.9,Hybrid,Automatic,170292,4,5,9594
Chevrolet,Equinox,2019,4.1,Hybrid,Semi-Automatic,9200,3,2,14716
Audi,A3,2011,2.2,Electric,Semi-Automatic,48000,3,2,10640
Toyota,Camry,2023,3.2,Petrol,Semi-Automatic,102888,4,1,12142
Ford,Fiesta,2011,3.5,Diesel,Semi-Automatic,178950,2,3,7321
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4,9871
Audi,A3,2014,1.7,Diesel,Automatic,111647,2,5,9267
Honda,Accord,2008,3.5,Petrol,Semi-Automatic,73222,4,2,8535
Hyundai,Tucson,2001,3.1,Petrol,Automatic,39292,4,2,8214
Kia,Optima,2004,2.2,Hybrid,Automatic,271742,2,3,4565
Toyota,RAV4,2011,4.7,Electric,Manual,35398,5,5,13392
Ford,Explorer,2014,1.1,Electric,Manual,142133,5,2,8557
Audi,A3,2008,3.8,Diesel,Automatic,20733,5,1,11385
BMW,5 Series,2017,3.4,Hybrid,Automatic,58491,2,3,13930
Chevrolet,Malibu,2006,2.6,Diesel,Manual,274946,4,2,3001
Mercedes,C-Class,2003,1.3,Hybrid,Manual,124806,4,5,4803
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,205909,3,2,11081
Audi,A3,2021,3.8,Diesel,Semi-Automatic,295818,4,2,8283
Ford,Fiesta,2009,4.8,Diesel,Semi-Automatic,17704,4,1,11245
Toyota,RAV4,2021,2.3,Electric,Semi-Automatic,287595,5,4,8948
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,28342,3,5,15733
Honda,Accord,2006,3.7,Petrol,Manual,191695,4,1,5766
BMW,5 Series,2019,3.9,Electric,Automatic,103855,2,3,15122
Volkswagen,Passat,2019,3.5,Petrol,Automatic,241961,3,1,9960
Audi,A3,2017,3.8,Electric,Automatic,49554,5,5,15508
Honda,Accord,2021,3.7,Electric,Manual,279200,2,1,10516
Hyundai,Elantra,2021,2.2,Electric,Manual,80426,5,2,12991
Kia,Sportage,2009,1.7,Hybrid,Automatic,15117,4,2,10697
Mercedes,E-Class,2000,3.0,Hybrid,Semi-Automatic,83334,2,2,6433
Ford,Focus,2004,2.5,Electric,Automatic,81781,2,3,9664
Hyundai,Tucson,2002,2.6,Petrol,Semi-Automatic,11401,5,4,7071
Chevrolet,Malibu,2016,2.8,Hybrid,Semi-Automatic,42849,3,5,11843
Toyota,RAV4,2012,4.7,Hybrid,Automatic,237823,4,5,10143
Toyota,RAV4,2002,2.6,Electric,Automatic,231799,4,4,6164
Hyundai,Elantra,2011,2.0,Petrol,Semi-Automatic,23785,5,5,8924
BMW,X5,2013,2.3,Petrol,Semi-Automatic,216833,4,3,5963
Toyota,RAV4,2011,4.1,Petrol,Automatic,266197,2,4,7676
Audi,A3,2006,2.0,Diesel,Manual,229663,2,2,3306
Chevrolet,Equinox,2011,3.2,Electric,Manual,293123,3,4,6737
Honda,Civic,2017,4.8,Diesel,Automatic,45576,2,4,14588
Audi,A4,2011,3.1,Hybrid,Semi-Automatic,220492,3,3,7090
Kia,Optima,2021,2.2,Hybrid,Automatic,205621,5,1,10987
BMW,3 Series,2000,3.3,Diesel,Semi-Automatic,188844,5,3,3623
Mercedes,C-Class,2011,4.2,Petrol,Semi-Automatic,292078,3,4,5758
Kia,Sportage,2017,1.8,Diesel,Semi-Automatic,224726,5,4,6505
Ford,Fiesta,2007,2.7,Electric,Manual,148284,5,4,7934
Ford,Explorer,2011,2.3,Hybrid,Manual,193499,3,5,6830
BMW,5 Series,2002,2.9,Diesel,Semi-Automatic,152266,4,2,4554
Kia,Sportage,2006,2.1,Hybrid,Manual,219324,2,5,4613
Audi,A4,2020,1.7,Petrol,Manual,147922,4,2,8841
BMW,X5,2008,4.9,Hybrid,Semi-Automatic,43125,4,1,11537
Chevrolet,Malibu,2009,3.5,Hybrid,Automatic,82111,3,1,11157
Ford,Fiesta,2009,4.5,Hybrid,Semi-Automatic,98504,2,4,10329
Volkswagen,Passat,2005,4.3,Diesel,Automatic,102606,5,1,9347
Toyota,Camry,2006,3.6,Petrol,Semi-Automatic,191491,2,1,5670
Volkswagen,Passat,2012,1.9,Electric,Semi-Automatic,149619,4,4,8607
Chevrolet,Impala,2023,3.5,Hybrid,Automatic,192182,4,2,13156
Chevrolet,Impala,2018,4.5,Hybrid,Manual,290473,2,2,9190
Audi,A4,2020,1.2,Petrol,Semi-Automatic,38486,2,1,10530
Honda,Civic,2023,2.3,Petrol,Automatic,115197,2,1,12496
Chevrolet,Impala,2011,1.8,Petrol,Semi-Automatic,42008,2,3,8359
Kia,Optima,2020,4.3,Electric,Automatic,274031,3,5,12419
Volkswagen,Passat,2023,3.6,Diesel,Automatic,144501,4,2,13209
Honda,Civic,2019,2.5,Hybrid,Manual,131432,4,5,10671
Ford,Explorer,2023,2.2,Petrol,Manual,56423,3,4,12071
BMW,X5,2000,3.3,Diesel,Manual,194043,3,4,3519
Honda,CR-V,2018,1.2,Petrol,Manual,166808,5,2,7363
Toyota,Corolla,2000,1.7,Electric,Automatic,129804,2,4,6703
Kia,Sportage,2021,1.3,Hybrid,Manual,197902,5,5,8741
Kia,Optima,2004,2.7,Petrol,Manual,64560,5,2,6708
Mercedes,GLA,2017,4.7,Diesel,Semi-Automatic,162160,3,5,10656
Hyundai,Tucson,2006,1.2,Diesel,Automatic,55653,5,3,7486
Audi,A3,2003,3.3,Hybrid,Semi-Automatic,202661,5,3,5246
Mercedes,C-Class,2005,3.2,Hybrid,Semi-Automatic,124627,5,1,7307
Ford,Fiesta,2005,4.6,Petrol,Automatic,224243,3,1,7215
Chevrolet,Malibu,2019,2.0,Electric,Semi-Automatic,167665,4,1,10446
Hyundai,Sonata,2010,1.2,Hybrid,Manual,168486,4,2,5930
Hyundai,Elantra,2004,2.3,Diesel,Automatic,68714,4,4,7725
Volkswagen,Passat,2013,3.6,Petrol,Automatic,297197,4,1,7156
Chevrolet,Malibu,2002,2.2,Hybrid,Automatic,51457,5,3,8370
Ford,Focus,2012,3.5,Diesel,Automatic,252260,4,5,7654
Volkswagen,Passat,2001,4.9,Diesel,Semi-Automatic,251811,3,3,4263
Kia,Optima,2002,1.0,Diesel,Automatic,62764,3,5,5944
Chevrolet,Malibu,2014,4.6,Diesel,Semi-Automatic,122463,4,5,10450
Volkswagen,Passat,2018,4.0,Hybrid,Manual,202262,2,4,10454
Kia,Sportage,2020,1.7,Petrol,Automatic,187468,3,4,9550
Audi,A4,2005,2.9,Electric,Automatic,187906,5,2,8241
BMW,3 Series,2015,4.0,Electric,Semi-Automatic,151680,4,3,11566
Volkswagen,Tiguan,2021,2.0,Hybrid,Automatic,234068,4,5,10218
Toyota,Camry,2012,4.1,Hybrid,Automatic,97971,5,1,12340
BMW,3 Series,2002,1.7,Hybrid,Manual,99211,2,3,5415
Hyundai,Tucson,2000,3.7,Hybrid,Automatic,127711,4,5,7745
Hyundai,Elantra,2006,3.4,Petrol,Semi-Automatic,26018,3,2,8779
Audi,Q5,2000,2.8,Diesel,Semi-Automatic,43964,2,5,6020
BMW,X5,2019,2.4,Electric,Manual,35696,3,1,13486
Audi,Q5,2004,2.9,Diesel,Manual,133338,3,1,5533
Chevrolet,Impala,2011,1.7,Diesel,Manual,39156,3,1,8316
Hyundai,Elantra,2010,1.7,Electric,Semi-Automatic,50086,2,1,9798
Ford,Focus,2019,1.1,Petrol,Semi-Automatic,255997,4,1,5780
Audi,Q5,2023,3.0,Diesel,Automatic,261156,5,1,10276
Hyundai,Tucson,2002,1.3,Petrol,Automatic,185646,5,2,3787
Chevrolet,Equinox,2009,4.0,Petrol,Automatic,35778,5,4,11584
Ford,Fiesta,2022,4.1,Electric,Manual,4726,3,1,16705
Honda,CR-V,2019,1.5,Hybrid,Automatic,251069,4,3,8778
Ford,Explorer,2010,4.6,Diesel,Manual,50227,5,5,10695
Chevrolet,Malibu,2013,3.7,Hybrid,Manual,123113,5,2,10237
Audi,A4,2014,4.7,Diesel,Semi-Automatic,198468,5,2,9030
Mercedes,GLA,2011,4.4,Electric,Automatic,134825,3,5,12603
Mercedes,C-Class,2018,1.1,Hybrid,Automatic,85348,5,4,11393
Volkswagen,Passat,2000,1.8,Petrol,Automatic,222084,2,3,2958
Toyota,Corolla,2001,1.0,Petrol,Manual,134631,3,4,2707
Chevrolet,Equinox,2003,4.1,Hybrid,Manual,82053,3,1,8458
Mercedes,E-Class,2003,4.8,Hybrid,Semi-Automatic,225791,5,3,6284
Ford,Explorer,2010,3.5,Petrol,Manual,198438,2,2,6631
Toyota,RAV4,2008,3.2,Hybrid,Manual,79458,3,3,9110
Hyundai,Tucson,2010,4.4,Petrol,Automatic,268313,5,5,7633
Honda,CR-V,2009,3.5,Petrol,Automatic,204765,2,2,7704
Toyota,RAV4,2021,4.8,Diesel,Manual,104524,2,3,13109
Chevrolet,Malibu,2018,2.1,Hybrid,Automatic,42708,2,4,13245
Chevrolet,Impala,2002,2.9,Hybrid,Automatic,272265,5,1,4654
Toyota,RAV4,2020,2.7,Hybrid,Semi-Automatic,229293,4,2,9214
Audi,Q5,2002,1.4,Electric,Semi-Automatic,176728,3,1,4565
Mercedes,C-Class,2016,3.4,Diesel,Automatic,141737,4,1,10965
Kia,Sportage,2011,4.0,Diesel,Automatic,201949,2,4,8861
Honda,Civic,2004,1.0,Diesel,Semi-Automatic,23445,4,5,5831
Toyota,Corolla,2016,1.6,Petrol,Semi-Automatic,67192,2,4,9156
Hyundai,Sonata,2018,1.5,Hybrid,Semi-Automatic,181778,5,1,8364
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,2,3,11436
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,3,2,15018
Audi,Q5,2012,4.5,Diesel,Manual,187400,5,3,8452
BMW,X5,2018,2.8,Hybrid,Semi-Automatic,115288,5,1,10994
Hyundai,Elantra,2012,4.4,Petrol,Semi-Automatic,179403,5,3,8511
Toyota,Corolla,2018,2.6,Hybrid,Automatic,17983,3,3,14240
Mercedes,E-Class,2016,2.4,Diesel,Automatic,227774,3,2,8244
BMW,5 Series,2018,1.6,Hybrid,Automatic,117550,2,2,11249
BMW,3 Series,2015,1.2,Hybrid,Manual,241727,5,1,5965
Ford,Fiesta,2023,4.8,Hybrid,Semi-Automatic,209679,5,4,12606
Hyundai,Sonata,2010,1.7,Hybrid,Semi-Automatic,217611,4,2,5447
Honda,Accord,2009,3.3,Diesel,Automatic,248973,3,3,6620
Volkswagen,Tiguan,2010,4.5,Hybrid,Automatic,234158,5,4,9416
Audi,A4,2005,3.3,Electric,Semi-Automatic,188588,2,4,7128
Ford,Focus,2007,1.6,Diesel,Semi-Automatic,66019,4,4,6479
Kia,Sportage,2010,3.2,Diesel,Automatic,223473,3,4,7330
Honda,Civic,2009,1.0,Petrol,Manual,285502,4,4,2089
Ford,Fiesta,2002,4.6,Hybrid,Manual,103548,5,4,8229
Audi,Q5,2023,2.8,Diesel,Automatic,236824,3,5,10563
Mercedes,E-Class,2013,4.0,Hybrid,Manual,54259,5,1,11914
Chevrolet,Impala,2021,1.3,Electric,Automatic,52051,5,1,14158
Kia,Sportage,2006,1.5,Petrol,Semi-Automatic,230750,5,3,2785
Honda,CR-V,2017,3.3,Hybrid,Semi-Automatic,210820,5,5,9283
Toyota,RAV4,2018,3.7,Diesel,Semi-Automatic,165909,5,4,9881
Kia,Optima,2014,3.7,Petrol,Semi-Automatic,96918,4,5,10061
Kia,Sportage,2015,4.6,Electric,Semi-Automatic,275056,5,3,9698
Ford,Fiesta,2022,1.6,Hybrid,Automatic,34818,3,4,14103
Audi,A3,2019,3.7,Diesel,Manual,128588,2,5,10928
Ford,Explorer,2013,1.5,Electric,Manual,67309,3,5,10153
Audi,A4,2017,2.8,Electric,Automatic,156076,3,2,12378
Audi,A4,2017,2.8,Petrol,Manual,134013,4,2,9319
Honda,Accord,2011,4.0,Electric,Manual,279343,3,1,7813
Hyundai,Sonata,2014,4.4,Diesel,Semi-Automatic,92731,2,2,10845
Chevrolet,Impala,2007,1.4,Petrol,Semi-Automatic,149686,5,1,4606
Mercedes,C-Class,2011,2.4,Hybrid,Automatic,12182,2,1,12056
Volkswagen,Golf,2018,2.9,Hybrid,Manual,19860,5,2,13002
Kia,Sportage,2012,1.5,Hybrid,Automatic,248095,3,3,6738
Honda,Accord,2002,1.9,Electric,Semi-Automatic,136171,2,1,5876
Hyundai,Elantra,2011,4.9,Hybrid,Manual,292740,2,3,7445
Hyundai,Sonata,2020,1.7,Petrol,Manual,11757,3,1,11564
Mercedes,GLA,2008,3.0,Hybrid,Manual,121774,3,3,8064
Honda,CR-V,2008,2.3,Hybrid,Automatic,100144,3,3,9297
Volkswagen,Golf,2004,1.2,Petrol,Manual,205648,5,5,2387
Honda,Civic,2007,3.0,Diesel,Manual,45399,3,1,8292
Kia,Rio,2023,2.4,Diesel,Automatic,180980,5,2,11280
Chevrolet,Malibu,2018,2.8,Petrol,Automatic,230958,4,1,9180
BMW,3 Series,2019,1.8,Diesel,Manual,264879,3,4,6302
Volkswagen,Golf,2009,2.0,Diesel,Semi-Automatic,201954,4,5,4760
Toyota,Corolla,2005,3.2,Petrol,Automatic,29885,2,2,9702
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,242378,4,3,8152
Honda,Accord,2017,4.1,Electric,Automatic,177019,5,3,13259
BMW,5 Series,2007,4.4,Diesel,Automatic,134697,5,1,9406
Chevrolet,Malibu,2019,3.9,Diesel,Manual,144476,4,5,10810
Toyota,Corolla,2014,3.8,Hybrid,Semi-Automatic,99337,3,4,11113
