Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
Hyundai,Tucson,2015,3.4,Electric,Semi-Automatic,7427,2,4
BMW,5 Series,2003,3.0,Diesel,Semi-Automatic,245888,3,1
Mercedes,C-Class,2000,4.7,Electric,Automatic,67092,3,1
Mercedes,GLA,2000,2.1,Hybrid,Semi-Automatic,26663,2,1
Honda,Accord,2009,2.2,Electric,Semi-Automatic,79939,3,1
Chevrolet,Impala,2021,2.6,Diesel,Manual,114586,3,1
Honda,Accord,2023,1.9,Hybrid,Semi-Automatic,247050,5,5
Chevrolet,Impala,2010,1.8,Hybrid,Manual,227999,5,1
Mercedes,E-Class,2009,4.6,Hybrid,Automatic,235553,2,3
Toyota,Camry,2014,3.3,Electric,Semi-Automatic,143001,4,5
Kia,Sportage,2004,4.3,Hybrid,Manual,5954,2,3
Audi,A4,2009,1.8,Petrol,Manual,70727,4,2
Hyundai,Tucson,2017,2.8,Diesel,Manual,219004,5,4
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,180373,5,5
Honda,CR-V,2014,4.0,Electric,Automatic,175993,2,4
Toyota,Camry,2012,3.9,Diesel,Manual,22645,2,4
BMW,5 Series,2000,3.7,Petrol,Manual,255854,5,1
Audi,A3,2001,3.5,Diesel,Automatic,141361,2,5
Volkswagen,Tiguan,2006,4.4,Petrol,Automatic,251894,2,4
Toyota,Corolla,2017,2.1,Petrol,Manual,295653,3,4
Mercedes,E-Class,2019,4.6,Electric,Manual,162928,3,3
Volkswagen,Passat,2005,1.4,Diesel,Semi-Automatic,1841,2,2
Hyundai,Sonata,2022,1.4,Diesel,Automatic,72981,5,4
Ford,Fiesta,2010,1.3,Diesel,Semi-Automatic,294978,4,5
Honda,CR-V,2015,3.7,Diesel,Semi-Automatic,18846,3,4
Ford,Fiesta,2020,1.7,Hybrid,Manual,19547,5,4
Toyota,RAV4,2012,3.9,Electric,Manual,161261,5,2
Chevrolet,Equinox,2006,4.9,Hybrid,Automatic,44437,2,2
Chevrolet,Equinox,2017,1.9,Hybrid,Automatic,185187,3,5
Hyundai,Tucson,2012,4.4,Electric,Manual,124691,5,5
Hyundai,Elantra,2021,4.3,Hybrid,Automatic,76879,5,4
Volkswagen,Passat,2011,4.9,Electric,Automatic,169799,3,1
Volkswagen,Tiguan,2014,3.2,Electric,Automatic,191817,2,4
Chevrolet,Malibu,2003,1.2,Electric,Manual,226960,3,4
Toyota,Corolla,2004,3.0,Electric,Automatic,281618,4,1
Toyota,Corolla,2008,1.0,Hybrid,Manual,71514,4,4
Honda,CR-V,2003,4.3,Petrol,Manual,128689,2,4
BMW,3 Series,2012,3.8,Electric,Automatic,293559,5,5
Toyota,Camry,2012,2.6,Petrol,Automatic,79713,3,3
Chevrolet,Impala,2015,3.9,Hybrid,Manual,268167,3,3
Hyundai,Elantra,2003,1.8,Petrol,Automatic,152446,4,2
Audi,Q5,2006,3.8,Electric,Automatic,69519,5,4
Ford,Focus,2017,2.3,Diesel,Semi-Automatic,76234,4,5
Kia,Rio,2021,4.0,Hybrid,Semi-Automatic,291346,5,3
Audi,Q5,2017,1.5,Electric,Automatic,10943,5,1
Volkswagen,Golf,2003,1.1,Electric,Manual,80354,2,4
Volkswagen,Golf,2017,3.7,Diesel,Manual,58102,3,3
Volkswagen,Tiguan,2023,4.1,Hybrid,Automatic,72819,3,4
Ford,Explorer,2013,3.9,Electric,Automatic,36738,4,5
Toyota,Camry,2010,4.7,Hybrid,Semi-Automatic,112242,5,3
Kia,Rio,2015,1.1,Petrol,Manual,191414,5,5
Ford,Explorer,2009,3.7,Petrol,Semi-Automatic,158946,3,3
Kia,Rio,2017,1.4,Diesel,Semi-Automatic,212576,2,3
Kia,Rio,2001,4.6,Hybrid,Automatic,145289,5,4
Toyota,Camry,2009,2.3,Hybrid,Manual,18215,3,1
Audi,A4,2012,4.7,Hybrid,Manual,71925,3,1
Kia,Optima,2002,1.7,Diesel,Manual,79442,4,2
Mercedes,GLA,2005,2.0,Electric,Manual,267576,3,4
Volkswagen,Passat,2003,2.0,Electric,Manual,287728,3,3
Kia,Sportage,2002,4.4,Electric,Automatic,37396,2,5
Audi,A4,2018,1.9,Petrol,Automatic,218506,4,4
Volkswagen,Tiguan,2021,4.1,Diesel,Automatic,37195,4,5
BMW,3 Series,2017,2.3,Electric,Semi-Automatic,142701,5,3
Mercedes,C-Class,2004,3.9,Petrol,Semi-Automatic,206087,4,3
Hyundai,Sonata,2004,1.6,Electric,Semi-Automatic,147680,4,4
Chevrolet,Impala,2007,2.5,Electric,Manual,241571,2,5
BMW,5 Series,2003,5.0,Electric,Semi-Automatic,151430,5,4
Volkswagen,Tiguan,2011,2.5,Diesel,Semi-Automatic,113625,2,5
Hyundai,Elantra,2001,4.6,Diesel,Semi-Automatic,102606,3,2
Mercedes,E-Class,2021,1.7,Electric,Manual,230913,2,2
Ford,Explorer,2000,2.9,Electric,Semi-Automatic,257314,4,2
Volkswagen,Tiguan,2002,2.7,Diesel,Automatic,135483,2,3
Volkswagen,Tiguan,2011,4.1,Hybrid,Manual,57334,5,3
Toyota,RAV4,2004,2.0,Electric,Automatic,244381,4,2
Hyundai,Elantra,2014,3.4,Electric,Manual,227371,4,5
Ford,Fiesta,2006,4.4,Hybrid,Automatic,276855,5,2
Audi,Q5,2008,1.5,Petrol,Automatic,152898,4,2
Kia,Sportage,2011,2.6,Hybrid,Manual,234332,4,1
Mercedes,GLA,2001,2.3,Hybrid,Automatic,211575,4,2
BMW,X5,2008,1.7,Electric,Manual,71714,3,1
Ford,Fiesta,2012,1.6,Hybrid,Manual,113465,2,4
BMW,3 Series,2011,3.9,Petrol,Automatic,31189,3,3
Chevrolet,Impala,2001,1.3,Diesel,Automatic,145662,4,3
Audi,Q5,2016,3.9,Hybrid,Semi-Automatic,188198,4,2
Hyundai,Sonata,2015,4.0,Diesel,Automatic,113792,4,4
Toyota,RAV4,2015,2.0,Diesel,Semi-Automatic,248566,5,3
Chevrolet,Malibu,2003,1.1,Electric,Semi-Automatic,155176,4,5
Honda,Civic,2004,1.2,Petrol,Manual,285865,3,3
Volkswagen,Golf,2018,2.2,Diesel,Manual,103942,3,1
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,5,4
Volkswagen,Golf,2003,2.5,Electric,Manual,235804,3,1
BMW,5 Series,2010,2.6,Petrol,Automatic,49874,2,1
Audi,Q5,2020,1.4,Electric,Semi-Automatic,22948,4,2
Ford,Fiesta,2005,3.4,Hybrid,Semi-Automatic,176203,2,5
Mercedes,E-Class,2009,4.2,Diesel,Semi-Automatic,221870,2,4
BMW,X5,2002,4.7,Electric,Semi-Automatic,140219,5,4
Volkswagen,Tiguan,2020,2.2,Diesel,Automatic,34617,4,5
BMW,3 Series,2003,2.9,Petrol,Manual,243002,4,5
Audi,A3,2009,1.6,Electric,Manual,37980,3,1
Hyundai,Elantra,2006,3.5,Electric,Automatic,49268,4,5
Mercedes,C-Class,2018,1.2,Diesel,Automatic,237046,3,4
Toyota,Camry,2007,4.6,Diesel,Automatic,192632,2,3
Chevrolet,Malibu,2005,3.6,Diesel,Automatic,80842,5,2
Audi,A3,2010,1.7,Hybrid,Manual,246548,2,3
Volkswagen,Passat,2012,2.2,Electric,Automatic,175025,4,5
Hyundai,Elantra,2001,1.6,Electric,Manual,170043,3,1
Volkswagen,Passat,2015,3.7,Electric,Manual,280737,2,1
Toyota,Camry,2023,4.8,Diesel,Manual,129245,5,4
Honda,Civic,2005,2.2,Diesel,Automatic,212060,5,4
BMW,3 Series,2022,3.2,Petrol,Semi-Automatic,98303,5,5
Volkswagen,Tiguan,2003,3.4,Diesel,Manual,19996,3,2
Hyundai,Elantra,2019,2.0,Diesel,Automatic,61254,4,3
Kia,Rio,2013,2.2,Diesel,Manual,248556,2,4
Mercedes,C-Class,2004,1.0,Diesel,Automatic,223183,4,5
Hyundai,Elantra,2014,3.3,Electric,Semi-Automatic,20257,5,4
Mercedes,C-Class,2007,2.7,Hybrid,Manual,147310,5,2
Hyundai,Elantra,2012,2.6,Petrol,Semi-Automatic,291400,5,2
Audi,A4,2016,3.1,Diesel,Manual,97800,5,3
Mercedes,E-Class,2008,5.0,Electric,Manual,50096,2,2
Mercedes,E-Class,2020,4.8,Hybrid,Manual,232526,5,1
Toyota,RAV4,2005,1.4,Diesel,Automatic,171673,5,5
Chevrolet,Impala,2003,2.9,Petrol,Semi-Automatic,254487,3,3
Ford,Fiesta,2010,4.4,Diesel,Manual,173156,3,5
Ford,Focus,2020,2.1,Hybrid,Semi-Automatic,197513,4,4
Audi,A4,2023,3.8,Electric,Manual,201522,3,5
Hyundai,Tucson,2015,1.6,Electric,Manual,259533,2,4
Audi,A3,2016,4.8,Petrol,Semi-Automatic,285781,5,3
Toyota,Camry,2022,1.5,Hybrid,Manual,276618,5,5
Kia,Optima,2004,1.1,Electric,Manual,42308,3,5
Ford,Fiesta,2008,2.9,Diesel,Automatic,89645,2,4
BMW,X5,2005,3.6,Electric,Manual,33673,5,3
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,3,1
Toyota,RAV4,2022,4.1,Electric,Automatic,253516,3,5
Chevrolet,Equinox,2004,3.0,Electric,Manual,86109,3,5
Hyundai,Sonata,2002,4.7,Petrol,Semi-Automatic,74979,5,2
Audi,A3,2005,3.2,Hybrid,Manual,123998,5,1
Hyundai,Sonata,2023,3.2,Petrol,Semi-Automatic,274305,3,4
Kia,Optima,2016,2.9,Hybrid,Manual,203018,4,5
Chevrolet,Malibu,2005,1.6,Petrol,Automatic,281145,5,3
Ford,Fiesta,2021,3.1,Petrol,Automatic,118970,3,2
Chevrolet,Malibu,2002,1.4,Electric,Manual,109489,2,5
Kia,Rio,2010,4.8,Electric,Manual,56608,4,3
BMW,X5,2020,2.2,Electric,Automatic,286174,4,5
Mercedes,C-Class,2010,3.5,Petrol,Semi-Automatic,67470,2,1
Hyundai,Sonata,2000,1.1,Electric,Automatic,157147,4,5
Kia,Optima,2020,3.4,Petrol,Manual,243546,3,2
Ford,Explorer,2000,1.6,Petrol,Manual,13049,2,5
Volkswagen,Passat,2001,2.6,Petrol,Manual,80601,4,5
Ford,Focus,2016,2.9,Diesel,Automatic,120127,4,5
BMW,5 Series,2010,4.1,Hybrid,Manual,176973,2,1
Ford,Focus,2018,4.2,Hybrid,Automatic,50161,3,3
Ford,Focus,2015,3.1,Petrol,Manual,285634,5,5
Mercedes,E-Class,2007,5.0,Petrol,Semi-Automatic,54650,5,3
Toyota,Camry,2012,2.4,Petrol,Automatic,188235,5,1
Chevrolet,Malibu,2021,1.3,Diesel,Semi-Automatic,169843,5,1
Toyota,RAV4,2008,4.5,Diesel,Automatic,203634,3,2
Audi,Q5,2008,4.3,Diesel,Semi-Automatic,270670,3,2
Honda,Accord,2012,4.5,Diesel,Manual,277552,4,2
Hyundai,Elantra,2011,3.3,Petrol,Manual,32035,2,4
Hyundai,Tucson,2014,2.8,Diesel,Automatic,295810,3,4
Chevrolet,Equinox,2017,3.7,Electric,Manual,188995,4,3
Ford,Fiesta,2010,4.1,Diesel,Semi-Automatic,172905,4,3
Ford,Explorer,2006,4.0,Diesel,Semi-Automatic,266380,4,1
Kia,Rio,2013,2.7,Hybrid,Manual,155927,5,4
Hyundai,Tucson,2010,2.6,Electric,Manual,101481,5,5
Volkswagen,Tiguan,2008,4.7,Petrol,Automatic,226596,4,1
Ford,Focus,2004,3.3,Petrol,Manual,295928,3,5
Audi,Q5,2006,3.4,Hybrid,Manual,43578,5,5
Chevrolet,Malibu,2020,4.8,Electric,Automatic,294021,5,4
Honda,Accord,2015,1.6,Petrol,Semi-Automatic,166446,3,1
Honda,CR-V,2011,4.0,Hybrid,Semi-Automatic,148122,5,1
Ford,Explorer,2002,3.8,Hybrid,Automatic,64330,4,5
Hyundai,Elantra,2010,3.3,Electric,Automatic,292576,3,2
Chevrolet,Equinox,2017,2.5,Electric,Manual,299947,2,4
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,248675,3,2
Ford,Focus,2001,2.6,Electric,Manual,212873,5,2
Ford,Explorer,2006,2.1,Hybrid,Semi-Automatic,224412,3,5
Ford,Focus,2019,1.5,Petrol,Automatic,296846,5,2
Audi,Q5,2003,2.0,Hybrid,Manual,265161,2,3
Chevrolet,Equinox,2016,2.3,Petrol,Semi-Automatic,73775,3,4
Audi,A4,2009,4.9,Diesel,Manual,202557,3,3
Hyundai,Elantra,2017,1.2,Hybrid,Semi-Automatic,254135,3,5
Volkswagen,Passat,2010,2.6,Electric,Automatic,52378,3,1
Volkswagen,Passat,2013,1.2,Hybrid,Manual,227806,3,5
Audi,A4,2018,1.8,Electric,Semi-Automatic,18543,5,3
Volkswagen,Golf,2001,4.4,Electric,Semi-Automatic,69825,2,5
Kia,Sportage,2011,4.2,Diesel,Manual,201362,5,1
Kia,Rio,2020,3.1,Petrol,Semi-Automatic,244385,2,5
Kia,Sportage,2020,2.6,Diesel,Manual,63676,2,3
Kia,Optima,2018,1.5,Petrol,Manual,100084,2,3
Hyundai,Sonata,2016,3.6,Petrol,Automatic,228179,5,3
Mercedes,C-Class,2017,2.3,Electric,Semi-Automatic,40455,4,1
Hyundai,Tucson,2023,3.0,Electric,Manual,156192,5,3
Ford,Fiesta,2017,2.8,Diesel,Semi-Automatic,133732,3,3
Ford,Fiesta,2015,2.3,Hybrid,Manual,208379,5,3
Chevrolet,Malibu,2022,4.4,Diesel,Semi-Automatic,90319,4,5
Honda,CR-V,2023,3.1,Electric,Manual,179706,5,3
Kia,Optima,2000,1.9,Diesel,Automatic,51334,3,2
Honda,CR-V,2000,3.6,Petrol,Manual,230409,2,3
Chevrolet,Impala,2019,2.3,Electric,Manual,294137,5,2
Kia,Sportage,2010,2.1,Electric,Semi-Automatic,10561,3,2
Audi,A3,2018,3.9,Petrol,Semi-Automatic,274722,2,4
Ford,Focus,2018,3.5,Petrol,Manual,239996,4,1
Ford,Fiesta,2004,4.7,Electric,Manual,60828,3,1
Ford,Explorer,2012,1.8,Hybrid,Automatic,80843,5,2
Mercedes,E-Class,2018,1.8,Diesel,Semi-Automatic,209216,3,3
Chevrolet,Malibu,2018,4.5,Petrol,Semi-Automatic,247699,3,4
Mercedes,C-Class,2002,2.4,Electric,Semi-Automatic,271316,3,2
BMW,3 Series,2011,3.3,Hybrid,Manual,14586,4,1
Kia,Sportage,2012,1.5,Electric,Automatic,239265,2,1
Chevrolet,Malibu,2006,4.6,Petrol,Manual,1828,4,3
Mercedes,C-Class,2006,4.8,Diesel,Automatic,236495,3,1
Hyundai,Tucson,2010,1.1,Electric,Manual,201048,4,4
BMW,3 Series,2021,4.7,Hybrid,Automatic,23265,5,4
Kia,Sportage,2003,4.1,Electric,Automatic,4842,2,1
Hyundai,Elantra,2011,4.8,Diesel,Manual,224629,4,5
Toyota,Camry,2001,4.0,Hybrid,Automatic,57275,3,1
Hyundai,Elantra,2009,1.4,Electric,Manual,55857,3,4
Ford,Explorer,2006,1.6,Electric,Semi-Automatic,25,3,2
Toyota,Corolla,2005,2.5,Petrol,Automatic,51032,5,2
Toyota,RAV4,2005,3.0,Petrol,Semi-Automatic,26071,5,4
Hyundai,Sonata,2008,3.2,Diesel,Semi-Automatic,83330,5,5
Audi,A3,2008,1.1,Electric,Semi-Automatic,148643,5,5
Toyota,RAV4,2007,4.4,Petrol,Semi-Automatic,293148,4,1
Kia,Optima,2022,2.9,Petrol,Semi-Automatic,30706,2,2
BMW,5 Series,2010,1.6,Hybrid,Manual,247383,3,2
Kia,Optima,2022,4.6,Petrol,Manual,91253,2,1
Ford,Fiesta,2019,2.6,Diesel,Manual,137383,2,3
Hyundai,Tucson,2012,2.4,Hybrid,Semi-Automatic,222315,2,5
Honda,Accord,2015,1.9,Diesel,Manual,263687,2,3
Audi,A4,2016,3.7,Hybrid,Automatic,53763,5,1
Audi,A3,2021,4.2,Hybrid,Manual,5409,3,5
Chevrolet,Equinox,2020,3.8,Hybrid,Automatic,269598,4,5
Ford,Explorer,2021,2.7,Electric,Semi-Automatic,11278,2,4
BMW,5 Series,2001,4.7,Petrol,Manual,57858,3,5
Ford,Focus,2023,4.1,Electric,Automatic,230235,5,3
Hyundai,Sonata,2003,4.3,Electric,Manual,154422,2,4
Hyundai,Sonata,2015,1.6,Diesel,Automatic,138513,4,2
Volkswagen,Golf,2020,4.4,Diesel,Manual,294239,2,3
Audi,Q5,2018,3.8,Hybrid,Automatic,275723,4,2
Toyota,Camry,2005,2.3,Petrol,Manual,283017,2,1
Chevrolet,Malibu,2000,2.2,Diesel,Semi-Automatic,174830,4,3
BMW,5 Series,2014,1.9,Diesel,Semi-Automatic,19148,2,2
Honda,Accord,2020,3.3,Petrol,Automatic,207584,2,2
BMW,X5,2010,3.4,Diesel,Automatic,176287,5,1
Ford,Focus,2011,4.7,Hybrid,Manual,175723,2,5
Chevrolet,Equinox,2020,4.2,Electric,Semi-Automatic,38561,4,2
Honda,Civic,2003,2.9,Petrol,Automatic,148212,5,2
Hyundai,Sonata,2011,1.8,Electric,Automatic,272957,3,3
BMW,X5,2020,4.2,Petrol,Manual,177156,5,1
BMW,X5,2015,3.0,Electric,Semi-Automatic,278471,3,4
Toyota,Camry,2002,3.1,Petrol,Manual,268550,3,3
Audi,A4,2017,2.2,Electric,Automatic,205295,4,1
Hyundai,Sonata,2011,1.9,Hybrid,Automatic,223344,2,5
Honda,Civic,2014,4.9,Petrol,Semi-Automatic,247925,4,5
Mercedes,E-Class,2018,3.4,Diesel,Manual,53596,5,1
BMW,3 Series,2004,1.7,Diesel,Automatic,241868,5,2
Toyota,RAV4,2015,2.1,Diesel,Automatic,263903,4,5
Volkswagen,Passat,2023,4.7,Electric,Semi-Automatic,216536,2,5
Ford,Explorer,2023,2.4,Petrol,Automatic,22168,5,4
Hyundai,Elantra,2018,2.5,Petrol,Manual,189081,2,1
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,285572,2,4
Chevrolet,Equinox,2002,4.4,Petrol,Manual,282381,5,1
Kia,Rio,2019,2.1,Electric,Manual,108750,4,4
Kia,Rio,2003,1.9,Electric,Automatic,10909,5,4
Toyota,Corolla,2010,3.2,Diesel,Automatic,132454,4,4
BMW,3 Series,2020,4.7,Electric,Semi-Automatic,210767,3,3
Volkswagen,Golf,2009,2.4,Electric,Manual,87845,5,1
BMW,5 Series,2014,3.9,Petrol,Automatic,69238,5,3
Honda,CR-V,2002,2.3,Diesel,Manual,13568,5,3
Chevrolet,Impala,2010,5.0,Hybrid,Automatic,162415,4,2
Volkswagen,Tiguan,2007,4.3,Petrol,Semi-Automatic,257942,4,1
Honda,Accord,2020,4.2,Diesel,Manual,178945,2,3
Kia,Optima,2014,2.4,Petrol,Manual,127457,2,1
Hyundai,Elantra,2003,4.0,Petrol,Automatic,219313,2,5
Kia,Sportage,2003,4.2,Electric,Semi-Automatic,149571,4,5
Hyundai,Elantra,2007,1.9,Hybrid,Automatic,293378,4,2
Toyota,Camry,2007,3.7,Petrol,Manual,7203,3,5
Mercedes,E-Class,2007,4.6,Electric,Manual,202817,3,5
Honda,Civic,2012,1.6,Petrol,Automatic,276281,4,3
Honda,Accord,2023,3.4,Diesel,Semi-Automatic,288644,5,2
Mercedes,GLA,2023,3.7,Hybrid,Manual,292154,3,1
BMW,3 Series,2005,2.7,Hybrid,Manual,179103,3,5
Honda,CR-V,2015,3.8,Hybrid,Semi-Automatic,234430,3,1
Hyundai,Elantra,2007,1.7,Diesel,Manual,62117,5,1
Chevrolet,Malibu,2006,2.8,Petrol,Manual,253372,2,4
Kia,Optima,2012,4.8,Hybrid,Automatic,45936,5,5
Volkswagen,Tiguan,2019,2.7,Electric,Semi-Automatic,31036,3,5
Audi,Q5,2014,4.4,Petrol,Automatic,97537,4,3
Audi,Q5,2010,3.4,Electric,Manual,160040,3,1
Volkswagen,Passat,2000,2.3,Hybrid,Manual,247828,2,1
Toyota,RAV4,2014,2.2,Hybrid,Automatic,71736,5,1
Honda,Accord,2018,1.1,Petrol,Automatic,259314,5,4
Honda,CR-V,2020,2.7,Petrol,Semi-Automatic,27082,2,5
Toyota,Corolla,2023,3.8,Electric,Semi-Automatic,293331,3,2
Ford,Fiesta,2022,1.7,Diesel,Automatic,130630,5,4
Audi,Q5,2011,3.7,Hybrid,Manual,260944,5,5
Kia,Optima,2019,2.3,Electric,Semi-Automatic,29218,5,3
Toyota,Camry,2008,4.3,Electric,Automatic,197059,5,3
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,2,1
Mercedes,E-Class,2007,4.4,Diesel,Manual,274551,3,1
Chevrolet,Impala,2008,3.6,Diesel,Manual,173500,4,2
Chevrolet,Malibu,2012,1.3,Hybrid,Semi-Automatic,50330,4,2
Audi,A3,2001,4.4,Diesel,Semi-Automatic,51568,5,4
Ford,Focus,2016,1.4,Petrol,Semi-Automatic,278559,5,4
Audi,Q5,2022,3.8,Diesel,Automatic,186035,4,3
Volkswagen,Tiguan,2023,1.7,Hybrid,Semi-Automatic,285183,4,3
Ford,Focus,2015,3.3,Petrol,Manual,152891,5,5
Ford,Fiesta,2015,1.2,Electric,Manual,178698,5,3
Ford,Explorer,2002,4.3,Diesel,Manual,115187,5,2
Chevrolet,Malibu,2001,3.2,Diesel,Automatic,248129,2,2
Toyota,RAV4,2013,3.9,Diesel,Semi-Automatic,127919,3,4
Toyota,Camry,2009,4.2,Hybrid,Manual,259739,4,1
Chevrolet,Equinox,2007,4.0,Electric,Manual,108716,5,5
Ford,Focus,2013,2.1,Hybrid,Automatic,272064,4,5
Ford,Fiesta,2020,2.9,Electric,Automatic,121079,3,4
Chevrolet,Equinox,2020,3.9,Electric,Automatic,175761,5,4
Mercedes,C-Class,2023,2.9,Electric,Automatic,102120,4,1
Volkswagen,Passat,2016,4.7,Electric,Automatic,147698,5,2
Chevrolet,Malibu,2020,2.4,Hybrid,Semi-Automatic,194724,5,1
Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,275295,5,1
Chevrolet,Impala,2019,2.3,Diesel,Semi-Automatic,197549,2,3
Hyundai,Elantra,2005,1.7,Electric,Automatic,76250,4,4
Chevrolet,Malibu,2015,2.5,Diesel,Automatic,228993,2,3
Volkswagen,Tiguan,2021,2.3,Petrol,Manual,248305,3,5
Kia,Optima,2018,3.5,Electric,Manual,116025,5,5
Audi,Q5,2011,4.3,Petrol,Automatic,219039,2,2
Toyota,Corolla,2010,2.0,Hybrid,Manual,265328,2,3
BMW,3 Series,2006,1.3,Petrol,Semi-Automatic,178195,2,3
Honda,Civic,2019,2.2,Petrol,Automatic,282943,5,4
Honda,Accord,2010,3.7,Hybrid,Automatic,103833,2,2
Kia,Optima,2001,4.9,Petrol,Manual,110844,3,1
Toyota,Camry,2012,4.6,Diesel,Semi-Automatic,159593,5,5
Audi,Q5,2005,4.0,Electric,Manual,106243,4,2
Volkswagen,Tiguan,2015,1.5,Petrol,Manual,172799,3,3
BMW,5 Series,2003,1.3,Diesel,Semi-Automatic,175570,5,1
Chevrolet,Impala,2016,1.3,Petrol,Manual,65765,5,2
Volkswagen,Golf,2005,4.8,Petrol,Semi-Automatic,68566,3,1
Hyundai,Sonata,2019,4.0,Diesel,Semi-Automatic,22226,5,3
Mercedes,C-Class,2002,4.7,Hybrid,Manual,69113,5,1
Mercedes,GLA,2013,4.6,Hybrid,Semi-Automatic,183157,3,1
Hyundai,Elantra,2016,1.5,Hybrid,Semi-Automatic,164349,4,1
Chevrolet,Impala,2007,4.9,Hybrid,Manual,133488,5,4
Ford,Fiesta,2011,3.0,Diesel,Automatic,126817,2,4
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,268020,5,1
Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4
Chevrolet,Equinox,2004,2.7,Electric,Semi-Automatic,14373,5,5
BMW,5 Series,2018,1.2,Hybrid,Automatic,254393,4,1
Ford,Fiesta,2011,5.0,Petrol,Automatic,125014,4,5
Audi,A4,2009,4.7,Electric,Semi-Automatic,200779,2,5
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,3,2
Toyota,Corolla,2020,3.5,Diesel,Manual,181039,4,4
Audi,A3,2011,2.8,Hybrid,Manual,39276,3,2
Toyota,RAV4,2017,3.7,Diesel,Semi-Automatic,254043,5,3
BMW,5 Series,2022,2.0,Hybrid,Automatic,200256,5,4
Chevrolet,Malibu,2018,3.6,Petrol,Automatic,91539,2,1
Honda,CR-V,2010,2.1,Diesel,Manual,277789,5,1
Kia,Optima,2006,1.9,Hybrid,Automatic,163692,4,3
Audi,A3,2019,3.1,Diesel,Semi-Automatic,171550,3,5
Chevrolet,Equinox,2009,2.3,Electric,Automatic,135617,4,4
Hyundai,Sonata,2015,2.2,Petrol,Manual,147721,5,1
Hyundai,Sonata,2007,1.8,Petrol,Manual,180423,3,3
Volkswagen,Passat,2014,1.2,Hybrid,Manual,100150,5,1
Honda,CR-V,2003,1.5,Diesel,Manual,141067,2,4
Mercedes,GLA,2021,1.4,Petrol,Automatic,237379,5,3
Honda,Civic,2019,3.2,Diesel,Manual,158300,3,2
BMW,5 Series,2002,3.1,Electric,Automatic,105904,2,3
Honda,Accord,2009,2.0,Petrol,Automatic,119916,4,4
Mercedes,GLA,2001,2.1,Diesel,Manual,36496,3,4
Chevrolet,Impala,2017,2.4,Hybrid,Automatic,175959,4,3
Kia,Rio,2016,4.2,Hybrid,Automatic,55052,5,3
Hyundai,Sonata,2001,1.3,Petrol,Semi-Automatic,166014,3,5
Ford,Fiesta,2006,4.6,Electric,Manual,74832,2,3
Mercedes,GLA,2021,4.6,Petrol,Semi-Automatic,71555,2,2
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,37887,5,5
Toyota,RAV4,2009,5.0,Electric,Manual,177043,2,3
Kia,Optima,2003,1.5,Electric,Automatic,243023,2,3
Honda,Civic,2002,2.3,Hybrid,Semi-Automatic,50161,2,3
Kia,Optima,2004,1.0,Electric,Manual,53506,3,4
Toyota,RAV4,2022,4.6,Hybrid,Manual,142869,2,2
Audi,A4,2005,2.6,Hybrid,Manual,119486,2,3
Chevrolet,Equinox,2011,3.5,Hybrid,Automatic,35655,5,4
Hyundai,Tucson,2015,2.2,Petrol,Semi-Automatic,229107,4,1
Volkswagen,Passat,2017,1.1,Electric,Semi-Automatic,284501,2,5
Volkswagen,Passat,2018,1.9,Petrol,Manual,234775,3,4
Mercedes,E-Class,2010,2.3,Electric,Manual,295293,2,4
Audi,A3,2005,4.9,Hybrid,Automatic,170292,4,5
Chevrolet,Equinox,2019,4.1,Hybrid,Semi-Automatic,9200,3,2
Audi,A3,2011,2.2,Electric,Semi-Automatic,48000,3,2
Toyota,Camry,2023,3.2,Petrol,Semi-Automatic,102888,4,1
Ford,Fiesta,2011,3.5,Diesel,Semi-Automatic,178950,2,3
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4
Audi,A3,2014,1.7,Diesel,Automatic,111647,2,5
Honda,Accord,2008,3.5,Petrol,Semi-Automatic,73222,4,2
Hyundai,Tucson,2001,3.1,Petrol,Automatic,39292,4,2
Kia,Optima,2004,2.2,Hybrid,Automatic,271742,2,3
Toyota,RAV4,2011,4.7,Electric,Manual,35398,5,5
Ford,Explorer,2014,1.1,Electric,Manual,142133,5,2
Audi,A3,2008,3.8,Diesel,Automatic,20733,5,1
BMW,5 Series,2017,3.4,Hybrid,Automatic,58491,2,3
Chevrolet,Malibu,2006,2.6,Diesel,Manual,274946,4,2
Mercedes,C-Class,2003,1.3,Hybrid,Manual,124806,4,5
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,205909,3,2
Audi,A3,2021,3.8,Diesel,Semi-Automatic,295818,4,2
